App,评分,日期,差评原文
Transcy,1star,2024年10月10日,3 Monate SEO-Arbeit für uns ruiniert. Achtung: diese App setzt canonical Tags und dadurch wurden wir bei Google abgestraft. Richtig mies. Die App ist ansonsten auch etwas kompliziert aufgebaut. Sind leider nicht zufrieden. sandiia® – stylische Babycarrier 德国 2年多 人在使用应用 FireGroup
Transcy,1star,2024年10月13日,"Hi there, This is Saha from Transcy - On the behalf of our team, we're truly sorry to hear that our app caused such disruption to your SEO efforts. It's clear that this has ... 显示详细信息"
Transcy,1star,2024年9月28日,"Disappointing Experience with Transcy AI : I had a really frustrating experience with Transcy AI. The app was difficult to use and plagued with multiple bugs. I initially chose a plan to test it out, but due to all the issues, I ended up uninstalling it. After a month, I decided to give it another t"
Transcy,1star,2024年9月30日,"Hi there, This is John and we personally apologize for any inconvenience causing to your experience - For unexpected support from the agent, we will have a proper training to ... 显示详细信息 编辑时间："
Transcy,1star,2025年10月30日,"It took a while to get up and running and (as usual with these apps) I needed to establish contact to resolve something simple, which meant they could chase for a positive customer service review. After using it for quite some time, they have considerably changed the subscription models, massively h"
Transcy,1star,2024年8月20日,"Hi there, This is Kieran, and we apologize for the trouble you've been experiencing. The pricing update was not a decision made lightly. We notified all customers via email ... 显示详细信息"
Transcy,1star,2024年7月20日,Have tried them with my store to translate in various languages. Surprisingly by using them my pages started getting de indexed by google. The reason mentioned by google was user defined canonical tag. We tried to contact them and they could not figure out the problem. They asked us to approach goog
Transcy,1star,2024年7月21日,"Hi Gaurav , This is Brian and we're deeply for any inconvenience causing to your experience - In relation to your main issue as your page was not indexed by Google. Please be ... 显示详细信息"
Transcy,1star,2024年6月13日,"We have been using the app for almost 1 year now. there were a lot of issues, I can say every 2 weeks there is a new issue, and you need to keep your eyes open all the time to check everything, All the previous issues we can accept, but the recent issue made the app completely useless and affected o"
Transcy,1star,2024年6月16日,"Hi Hamoodah, This is from Emma from Transcy Regarding to your concern, we understand the frustration this situation has caused, and we sincerely apologize for the delay in ... 显示详细信息"
Transcy,1star,2024年6月5日,"The App is agreat idea, but it is pure pain to implement everything correctly. In the end it didnt work, it messed my my whole currency section, displayed ridiculous prices. nobody from the support could help me/ understand the problem. the support is prompt and really tries its best. They directly "
Transcy,1star,2024年6月7日,"Hi Adrian, This is Kate from Transcy First of all, I sincerely apologize for the inconvenience caused to you At the moment, since you also use Shopify Payment and set up the ... 显示详细信息 上一页 1 2 3 4 5 6 … 11 下一页"
Transcy,1star,2024年5月17日,"After several months I need to adjust my review : Stay away as far as you can! - we have implemented the hreflang with them, which was not implemented correctly and has caused a SEO crash. On main keywords we dropped from Top1-5 to below 100. They ask us to deal with Shopify for it, declining any re"
Transcy,1star,2024年2月23日,"Hi Etablissements, This is Hana and we personally apologize for those inconvenience causing to your experience In relation to your issues as following: - For hreflang as well ... 显示详细信息"
Transcy,1star,2024年1月22日,"Had a very negative experience with Trancy lately. I paid a yearly fee at the beginning of 2024, but then one day all my translation are lost (meanwhile I was spending ads spending to attract people to the page only found out that the pages are not in their languages, so lost lot of money on ad spen"
Transcy,1star,2024年1月24日,"Hi Meng, This is Fiona from Transcy and we sincerely apologize for any inconvenience causing to your experience - For the main problem regarding to downgrade to Free plan and ... 显示详细信息"
Transcy,1star,2023年8月24日,"the machine translation is not correct, there is no response from customer services , app slower down speed , hard to use CUBIC 香港特别行政区 1天 人在使用应用 FireGroup"
Transcy,1star,2023年8月30日,"Hi there, This is Henry and we would like to apologize for any inconvenience causing to your experience In relation to your concerns as following: 1. For the machine ... 显示详细信息"
Transcy,1star,2023年8月14日,"This app is great, when it does what it is supposed to. EVERY WEEK I have to contact customer support as the app. The issue is the same every week. I am in the UK, and it automatically changes the currency to a random foreign currency instead of keeping GBP. I don't use any VPNs or things like that."
Transcy,1star,2023年8月16日,"Hi Matthew, Here's Brian and we're deeply sorry for this inconvenience causing to your experience In relation to your issues, we have seen that our agents tried to check and ... 显示详细信息"
Transcy,1star,2023年7月17日,"Terrible app, reviews are most likely fudged. I don't know what I could do wrong, I did everything according to the instructions which I reviewed 10 times, support helped me, but still problems remained. If you make a small change/add a product - sit in the settings for hours (considering that suppo"
Transcy,1star,2023年7月20日,"Hi Pavlo, This is Peter and we're truly sorry for this inconvenience causing to your experience In relation to your issues, we have seen that our agents tried to check and ... 显示详细信息 编辑时间："
Transcy,1star,2025年9月16日,"We are exasperated with this app. Always rising prices and its not working at all! We always find problems and mistakes The last mistake is that a banner and translations in the home were never updated and now we have to update our price plan if we want to get this fixed. Crazy, we are changing to l"
Transcy,1star,2022年3月10日,"Hi there, This is Kane. We understand your frustration and on behalf of my team, we sincerely apologize for any inconvenience caused to your experience Also, it's important ... 显示详细信息 编辑时间："
Transcy,1star,2026年3月24日,"This app it's terrible they promise me one price, I payed the 270€ anual fee and then they asked me for a 5k anual fee... Doesn't update the banner languages in a automatic way. You need to translate it yourself. mrsertha 葡萄牙 3年多 人在使用应用 FireGroup"
Transcy,1star,2026年3月25日,"Hi there, This is Ben. Thank you for sharing your feedback. I truly understand how frustrating this experience must have been, especially when it comes to pricing and ... 显示详细信息 编辑时间："
Transcy,1star,2025年5月8日,"Worst app ever on Shopify, broke all of our PageFly Pages and translated almost everything wrong in German Gibbon Slacklines 德国 接近3年 人在使用应用 FireGroup"
Transcy,1star,2022年11月15日,"Hi Gibbon, This is Jocelyn from Transcy and we're deeply sorry for any inconvenience causing to your experience In relation to your issues, we seem not to catch your point ... 显示详细信息"
Transcy,1star,2026年1月23日,"Waste of money, app is not working on mac aoon 阿拉伯联合酋长国 6个月 人在使用应用 FireGroup"
Transcy,1star,2026年1月26日,"Hi sir, This is Kane We’re sorry to hear about your experience. At the moment, we’re not entirely sure what you mean by “not working on Mac.” Could you please share more ... 显示详细信息"
Transcy,1star,2025年10月12日,they increase my monthly price from 30 usd to 60 usd without notification. lensdy 英国 4个月 人在使用应用 FireGroup
Transcy,1star,2025年10月13日,"Hi there, Here's Brown, and we personally apologize for this inconvenience To provide some context, we announced a pricing and plan update via email in September and sent a ... 显示详细信息 上一页 1 2 3 4 5 6 … 11 下一页"
Transcy,1star,2025年9月25日,Stopped working while I paid for a whole year. The customer service is a super annoying chat bot. Not happy at all!!!! Hipvoordeheb.nl 荷兰 1年多 人在使用应用 FireGroup
Transcy,1star,2025年9月26日,"Hi sir, This is Saha, and we apologize for the trouble you've been experiencing. Just so you know, you'll start by chatting with our AI assistant. It's here to help with ... 显示详细信息"
Transcy,1star,2024年11月11日,installed and uninstalled - complicated and full of pay walls for a coreect and adjusted translation Mabel 荷兰 大约1小时 人在使用应用 FireGroup
Transcy,1star,2024年11月12日,"Hi there, This is Brian and we personally apologize for any inconvenience causing to your experience - We have realized you met some troubles starting using our app, then one ... 显示详细信息"
Transcy,1star,2024年8月30日,"The worst application, two days trying to make it work and nothing. Frustrating and unnecessary work. The cheaper apps are just as good, if not better, than what is offered here. Not satisfied at all, and I do not recommend it. Pasquín Store 美国 大约16小时 人在使用应用 FireGroup"
Transcy,1star,2024年9月2日,"Hi Pasquin, This is Jack and we apologize for any inconvenience causing to your experience - We understand your frustration, and we sincerely apologize that our previous ... 显示详细信息"
Transcy,1star,2024年8月8日,"Literally useless, customer service give no help and all youtube content on how to set up is out of date NÓRA 阿拉伯联合酋长国 11个月 人在使用应用 FireGroup"
Transcy,1star,2024年8月11日,"Hi Gulnoza, This is Brown and we're deeply for any inconvenience causing to your experience - For unexpected support from the agent, we will recheck their work carefully and ... 显示详细信息 编辑时间："
Transcy,1star,2025年10月22日,Helaas verhogen ze wel de prijzen maar zetten ze een AI bot in die niet werkt voor de klantenservice. Mijn advies. Een andere vertaalapp nemen. MoodCompanyNL 荷兰 1年多 人在使用应用 FireGroup
Transcy,1star,2024年5月20日,"Hi Edwin, This is Selena, and we apologize for the trouble you've been experiencing. To provide fast, initial support (especially outside of our human team's operating hours) ... 显示详细信息 编辑时间："
Transcy,1star,2024年2月5日,"I believed them but the package I had blew up by itself, it wasn't me who canceled it and I didn't realize it, because everything seemed to be working. I contacted them a few times and your agents did not tell me that the problems were related to the basic plan. And as luck would have it, the packag"
Transcy,1star,2023年12月20日,"Hi Aissata , This is Peter from Transcy and we sincerely apologize for any inconvenience causing to your experience - In relation to your main concern that your plan was ... 显示详细信息 编辑时间："
Transcy,1star,2025年3月27日,"This app is a disaster. It keeps changing the alterations I made, the translations itself are so bad. It takes way too much time to change it every time, lot's of errors. No. Waste of money. Atelier Florentine 荷兰 大约2年 人在使用应用 FireGroup"
Transcy,1star,2023年12月7日,"Hi there, This is Saha and we personally apologize for any inconvenience causing to your experience - Regarding to your issue, we seem not to catch it clearly, also you ... 显示详细信息"
Transcy,1star,2023年11月21日,"A very bad app, all full of bugs. It was greatly affected during Black Friday and suffered heavy losses. AMZ Deco 香港特别行政区 8个月 人在使用应用 FireGroup"
Transcy,1star,2023年11月23日,"Hi Junjie, This is Edna and we're truly sorry for this inconvenience causing to your experience In relation to your issues, we have seen that our agents tried to check and ... 显示详细信息"
Transcy,1star,2023年7月7日,"Non funziona, ti vogliono far acquisire altre cose: Usate un'altra applicazione non funziona questa NEIBAC 意大利 11个月 人在使用应用 FireGroup"
Transcy,1star,2023年7月11日,"Hi Matteo, This is John and we would like to apologize for any inconvenience causing to your experience In relation to your issue, we did not catch up your point yet, please ... 显示详细信息"
Transcy,1star,2023年6月11日,"This is a really honest review from this AWFUL APP. I wish I read the reviews before I BOUGHT THEIR SERVICE. THE WORST PART IS THAT THE 5 STARTS REVIEWS ARE FAKE, AS THEY ASK AND PRESSURE PEOPLE TO WRITE THEIR REVIEWS RIGHT AWAY AFTER PURCHASING. THEY ALSO HIRE PEOPLE TO LEAVE GOOD REVIEWS: They are"
Transcy,1star,2023年6月12日,"Hi Bento, This is Patrick and we would like to apologize for any inconvenience causing to your experience In relation to your concerns as following: 1. For the good as well ... 显示详细信息 上一页 1 … 4 5 6 7 … 11 下一页"
Transcy,1star,2020年11月9日,We translated our entire webshop via Transcy (800 products) from Dutch to French. But now it appears that custum fields can't be translated by the app... so we're stuck because we use a lot of custom fields... We also get to see in a lot of places... so we have to take this out everywhere... e.g. in
Transcy,1star,2020年11月10日,"Hi there, Here's Raymond from Transcy - Translate Language and Convert Currency Customer Support Team. Sorry for the inconvenience has caused to you First, I got your concern ... 显示详细信息 编辑时间："
Transcy,1star,2021年6月21日,"I modify my review because a customer service employee invited me to comment when I had not yet tried the application. I needed to make some modifications in the switcher and the customer service was terrible, they tried to help me but they did not have enough knowledge to do it and while they were "
Transcy,1star,2021年5月10日,"Hi Carina, I'm Vera from Transcy - Translate Language and Convert Currency Customer Support Team. Please accept our sincere apologies for the inconvenience you may have ... 显示详细信息"
Transcy,1star,2021年7月15日,"5-Star Reviews are Deceiving - Read the 1&2 Stars to make an informed decision I am not one to spend time reviewing apps, but this app with 4.7 average reviews at the time is extremely deceiving. The 5-star reviews are mostly from beginners who install it and thing it ""looks good"". If you actually s"
Transcy,1star,2021年7月16日,"Hi HUNK, I'm Amanda from Transcy - Translate Language and Convert Currency Customer Support Team and we sincerely apologize your bad experience with us. Regarding to your ... 显示详细信息"
Transcy,1star,2021年10月13日,"The app works quite well so far. The reason for the very bad rating, however, is that the Transcy team accessed our shop and changed our root domain on their own. This caused a lot of damage in both an SEO and sales context and in the following discussions there was no sign of goodwill. The support "
Transcy,1star,2021年10月14日,"Hi Sebastian, Here's Joyce from Transcy - Translate Language and Convert Currency Customer Support Team and we are deeply sorry for this inconvenience caused. Based on your ... 显示详细信息 编辑时间："
Transcy,1star,2021年11月12日,"UPDATE: According to the support the app doesn't support Shopify template pages, neither page template nor product templates. So for us it is not useful. This app is one of the worst I have come across on Shopify. Terribly buggy and slow. Support is overseas with very limited English proficiency. Un"
Transcy,1star,2021年11月12日,"Hi Max, Here's Diego from Transcy - Translate Language and Convert Currency Customer Support Team and we sincerely apologize for this inconvenience caused to your store. ... 显示详细信息"
Transcy,1star,2021年12月18日,"Poorly developed app. The auto translator creates texts with no sense, so the contextual translation must be performed manually. Most texts are not divided in menus, or pages corresponding to the shop structure , the texts can be found under ""Homepage"". There is no easy way to find and replace texts"
Transcy,1star,2021年12月20日,"Hi Andre, I'm Kieran from Transcy - Translate Language and Convert Currency Customer Support Team and we are deeply sorry for your bad experience with us. Your feedback is ... 显示详细信息 编辑时间："
Transcy,1star,2022年1月19日,"more than 3 months trying the app. I tried everything. I set up languages manually. more than 2 days working on it. And suddenly one day the app changed everything, and the website has been plenty of errors. Until today, I can't find a solution. The app is not intuitive. and is not responsive. The t"
Transcy,1star,2022年1月19日,"Hi Guido, This is Peter from Transcy - Translate Language and Convert Currency Customer Support Team and we are deeply sorry for any inconvenience causing to your store. As ... 显示详细信息 编辑时间："
Transcy,1star,2022年2月15日,"If you're tired of your Shopify website This is the best App to ruin it, they'll be super quick at the beginning to support and get their messy application set up on your website and add the switcher and they'll ask for your rating and review right after installation and you've no idea what a mess t"
Transcy,1star,2022年2月10日,"Hi Mehrdad, This is Patrick from Transcy - Translate Language and Convert Currency Customer Support Team. We're deeply sorry for any inconvenience during using our app ... 显示详细信息 编辑时间："
Transcy,1star,2022年3月14日,"Update: After two weeks of live testing. Visitors droped 45%.... Sales droped over 50%. Some users from germany get the english version displayed and canceled the order. I have deleted the app. Old Rating: Easy Interface, Good Design and a smooth auto translation. You can also add manual translation"
Transcy,1star,2022年2月24日,"Hi Karsten, I'm Mirabel and we sincerely apologize for this inconvenience causing to your experience. In relation to your main issue about dropped visitors or sales, we need ... 显示详细信息"
Transcy,1star,2022年3月8日,"We uninstalled this app once as the staff told us that Transcy is are not compatible with other 3rd party app. After we uninstalled, Transcy's staff Jennifer begged us to reinstalled so she will look into the problem and solve it. We reinstalled eventually and Transcy's dev team gave us the same ans"
Transcy,1star,2022年3月9日,"Hi there, This is Brian and please accept my deepest apology for this inconvenience. For unexpected support from my agent, I personally talked directly to them in order to ... 显示详细信息 上一页 1 … 5 6 7 8 … 11 下一页"
Transcy,1star,2022年3月16日,"This app is terribly cumbersome and not easy to use. Without support you are lost. They're all trying, but they made my shop unusable for 24 hours. Never again. I was fooled by the previous reviews. KAFFEEPAUSE 奥地利 大约18小时 人在使用应用 FireGroup"
Transcy,1star,2022年3月16日,"Hi there, I'm Brian and we are deeply sorry for your bad experience with us. As I have checked your case and seen that our agent was trying to help you and replied to you as ... 显示详细信息 编辑时间："
Transcy,1star,2025年1月2日,"They would not refund charges, holding on to funds until we simply gave up. Scandalous customer service. The app itself is great but no go for me, as we could not sort this out. SEEDFUL Store 英国 2年多 人在使用应用 FireGroup"
Transcy,1star,2022年3月25日,"Hi there, This is Brian from Transcy and we're deeply sorry for this inconvenience causing to your experience - First of all, we have noted this information bringing to the ... 显示详细信息"
Transcy,1star,2022年3月28日,Free version only applies to the stores created within 60 days. Also I activated the free period to see the performance before buying. The app added words before and after every single translation without giving a warning. It destroyed my previous translations which cost me hours to fix. miseca 土耳其 
Transcy,1star,2022年3月28日,"Hi Burak, I'm Maria and we are deeply sorry for your bad experience with us. Regarding to your main concerns as following: 1. For Free plan, we offer a Free plan for stores ... 显示详细信息 编辑时间："
Transcy,1star,2022年4月27日,Horrible experience. Still having issues now after uninstalling. Full of bugs. Wish we never installed it. Piedàterre Venezia 意大利 30天 人在使用应用 FireGroup
Transcy,1star,2022年3月30日,"Hi Andrea, Here's Jena and we are deeply sorry for unexpected experience with our app I have seen that one of my colleague is reaching out you, but unsuccessful, please ... 显示详细信息"
Transcy,1star,2022年4月1日,"Too many issues with this app. Edits cannot be done on pages done with a PageBuilder, it's not compatible with 3rd party apps. The team tried to solve this and deleted our tab app without our consent to make their app work - if we hadn't asked what they did to make the app work they wouldn't have to"
Transcy,1star,2022年4月4日,"Hi Julie, This is Kevin and please accept my deepest apology for this inconvenience. For unexpected support from my agent, I personally talked directly to them in order to ... 显示详细信息"
Transcy,1star,2022年4月15日,Ik ben erg ontevreden over de support over deze app. Jennifer wil totaal niet met je meedenken en verwijst je van kastje naar de muur. Elke keer wordt je verwezen naar de Theme support maar blijkt de fout wel bij hun te zitten. Erg vervelend ik hoop dat ze in de toekomst dit gaan veranderen anders g
Transcy,1star,2022年4月18日,"Hi Vincent, This is Xavia and please accept my deepest apology for this inconvenience. For unexpected support from my agent, I personally talked directly to them in order to ... 显示详细信息 编辑时间："
Transcy,1star,2022年10月13日,Third party apps are not changeable! Im very disappointed for such an expensive app. It is ok to make the basic translation but when I'm at the Premium Plan and I pay 40 $ per month I expect at least to help me with basic things. At the premium plan they say that I would be able to change images too
Transcy,1star,2022年5月18日,"Hi PETROS, I'm Marry from Transcy and we're deeply sorry for any inconvenience causing to your experience Based on your issue as replace image on third party page builder, ... 显示详细信息 编辑时间："
Transcy,1star,2023年11月18日,"Worst experience with a Shopify app I have ever had. After installing the app, I noticed that the translations weren't displaying correctly and that different currencies weren't showing. I asked the support team for help and after giving them some access to my store, they kept me on chat for about 2"
Transcy,1star,2022年6月2日,"Hi Giuseppe, This is John. On the behalf of the team, I sincerely apologize for the inconvenience that you have been through. Since translation and currency are working under ... 显示详细信息"
Transcy,1star,2022年6月16日,Pricing is very misleading. A free plan is only available to new customers. I was looking forward to this app considering I only needed 1 currency converter and 1 language converter so I thought the free plan was perfect to realize I couldn't select it. Disappointing Bella Boutique 美国 3分钟 人在使用应用 Fir
Transcy,1star,2022年6月16日,"Hi Alexis, This is Kelly and we're deeply sorry for your unexpected experience with our app Regarding to your concern, we're offering 4 plans including Free plan as well. ... 显示详细信息 编辑时间："
Transcy,1star,2022年6月20日,"Worst experience ever. Although we opted for the Premium plan, they made us wait 5 days for an app that has missing translations, false translations and our website's usability and speed went down considerably. We are shocked to see how this app can have so many positive reviews. I think most of its"
Transcy,1star,2022年6月21日,"Hi Alper, I'm Maria and we are deeply sorry for your bad experience with us. Regarding to your main concerns as following: 1. For unexpected support from our agent, we will ... 显示详细信息 上一页 1 … 6 7 8 9 10 11 下一页"
Transcy,1star,2022年8月6日,"Terrible experience, the application leaves too many objects or words untranslated, and the manual translation does not work or works poorly, adds unwanted labels to the translations. The worst thing is that when you uninstall the application, the damage is done. BY DELUXE Store 美国 大约2小时 人在使用应用 Fire"
Transcy,1star,2022年8月8日,"Hi Raúl, I'm Dane from Transcy and we personally apologize for any inconvenience causing to your experience We have seen that one of our colleagues is following your case, ... 显示详细信息 编辑时间："
Transcy,1star,2022年8月11日,"No Transparency, Terrible customer support. Access request granted to Transcy app team to fix an error that appears in translation and after that some changes on the theme where done , customers couldn't check out. We had multiple changes within the theme to fix this error without any clear communic"
Transcy,1star,2022年8月12日,"Hi Sally, I'm Marry from Transcy and we're deeply sorry for any inconvenience causing to your experience We have seen that one of our colleagues is following your case, he ... 显示详细信息"
Transcy,1star,2022年11月4日,"Unfortunately, this is the only rating I can give at the moment. I read their offer to translate into two languages ​​for 9.90, in fact it turned out that a normal translation can be done into 1 language, and the second language will be a translation of something like google translate in real time, "
Transcy,1star,2022年11月8日,"Hi Maria, Here's Brian from Transcy and we sincerely for this inconvenience In relation to your issues as following: 1. First of all, we're so sorry if our app information ... 显示详细信息"
Transcy,1star,2022年11月7日,It says only language is free but when you download and install the app it says free plan is not available. That is a waste of my time you don't advertise what you don't offer that not a honest business Replacement Water Filters 加拿大 3分钟 人在使用应用 FireGroup
Transcy,1star,2022年11月8日,"Hi there, This is Kaylin and we're deeply sorry for your unexpected experience with our app Regarding to your concern, we're offering 4 plans including Free plan as well. ... 显示详细信息"
Transcy,1star,2022年12月22日,"Very bad app and it is not working properly , broke 10 time for one week .Big problem for me and lost a lot of customers !!! NOT working good !!! Last time i had a lot of people contacting me to complain about the language problem ! Limited Lingerie 保加利亚 22天 人在使用应用 FireGroup"
Transcy,1star,2022年12月23日,"Hi Miroslav, This is Anna from Transcy and we're deeply sorry for your unexpected experience with our app Regarding to your issue, because you uninstalled our app already so ... 显示详细信息"
Transcy,1star,2023年3月5日,"This translation app is such a nightmare. It doesn't translate all website sections properly and the support is an utter joke. Also, theyve just raised their prices by 50%. I wouldn't recommend! Nutriop Longevity 瑞士 大约1年 人在使用应用 FireGroup"
Transcy,1star,2023年3月6日,"Hi there, This is Saha and we personally apologize for any inconvenience causing to your experience 1. Through this unexpected situation, we will recheck the agent and have a ... 显示详细信息"
Transcy,1star,2026年1月14日,This is a scam Dolce Catene 美国 8天 人在使用应用 FireGroup
Transcy,1star,2026年1月15日,"Hi sir, This is Mary from Transcy. We sincerely apologize for the inconvenience you’ve experienced. Regarding the new pricing issue along with the function app, one of our ... 显示详细信息"
Transcy,1star,2025年8月1日,cheater Tutimall 香港特别行政区 12天 人在使用应用 FireGroup
Transcy,1star,2025年10月23日,"Hi sir, This is Ethan, and we are genuinely sorry for the trouble you've been experiencing. The additional costs for using the DeepL integration were not clearly explained. ... 显示详细信息 编辑时间："
Transcy,1star,2024年12月9日,"Very bad app, never seen such bad product on shopify! Sneaxx 荷兰 2天 人在使用应用 FireGroup"
Transcy,1star,2024年12月10日,"Hi David, This is Brian and we personally apologize for any inconvenience causing to your experience - First of all, because of misunderstanding when using the Glossary ... 显示详细信息 编辑时间："
Transcy,1star,2026年5月25日,DRAMA. Klantenservice is verschrikkelijk!!!! KIES EEN ANDERE APP Dutch Tufting 荷兰 3年多 人在使用应用 FireGroup
Transcy,1star,2024年4月15日,"Hi, It's hard to hear, and we're truly sorry. We know we let you down, and we don't take that lightly. We've reached out to you directly via email and would love the chance ... 显示详细信息 上一页 1 … 7 8 9 10 11 下一页"
Transcy,1star,2024年2月21日,"shitty customer service, I kept upgrading reaching 59$ per month and they didn't want to help with simple issues like having our theme to wrk with their switcher on the header. I also asked why should we pay 590$ per year just to enable DeepL translation integration which should not cost any extra j"
Transcy,1star,2024年2月22日,"Hi there, This is Brian from Transcy and we're deeply sorry for any inconvenience causing to your experience - We have seen one of my colleagues has helped you customize ... 显示详细信息"
Transcy,1star,2023年5月15日,Absolute worst app we ever tried in 4 years. We tried to have this app working for soon 6 months and here are a list of things you should know before downloading it: - You will have to update EVERY single place manually on the website in ALL your languages. No matter if you update a landing page pic
Transcy,1star,2023年5月16日,"Hi Frida, This is Vivian and we're deeply sorry for this unexpected situation causing to your experience In relation to your concerns as following: 1. To update and translate ... 显示详细信息"
Transcy,1star,2021年9月12日,"This app functions fine for currency conversions. However, it is HORRIBLE for translations. It automatically translates your store language but the automatic langauge translation is horrible and not accurate. You need to edit the language manually and the manual editing function does not work. I ope"
Transcy,1star,2021年9月14日,"Hi Ingrid, I'm Kieran from Transcy - Translate Language and Convert Currency Customer Support Team and we are deeply sorry for your bad experience with us. Your feedback is ... 显示详细信息 编辑时间："
Transcy,1star,2022年4月29日,"The support is awesome, got helped all the way through the process of installing it. I have only tested the app a for a couple of minutes but the translations seem accurate. The one thing that king of dissapointed me was that on the shopify store it gives a free plan as an option, but that plan is o"
Transcy,1star,2022年5月5日,"Hi Antonio, Here's Vincent and we sincerely apologize for this inconvenience causing to your store. For unexpected support from my agent, I personally talked directly to them ... 显示详细信息 编辑时间："
Transcy,1star,2022年7月12日,"BE AWARE After my bad experience and finally canceling and removing the app which left a lot of useless code on my side, I received 6 to 8 emails in 4 days one phone call on my personal phone number (they were masking their phone number) and they send me messages on Whatsapp. They don't respect your"
Transcy,1star,2022年7月12日,"Hi Vasilis, This is Amanda and we're deeply sorry for your unexpected experience with our app Regarding to your concerns as following: 1. On the behalf of my team, I ... 显示详细信息"
Transcy,1star,2022年7月13日,Dejó de funcionar. El botón de traducción ya no parece en mi pagina de shoppify. No sé mas que decir para junta 100 caracteres capsulmx 墨西哥 1天 人在使用应用 FireGroup
Transcy,1star,2022年7月15日,"Hi Nadav, This is Doris and we're deeply sorry for your unexpected experience with our app Regarding to your main concern as switcher (language selector) not showing, it's ... 显示详细信息"
Transcy,1star,2022年11月23日,The free part is a lie which you won't figure out before you have installed it and given your data to them. Alt-Japansk 挪威 2分钟 人在使用应用 FireGroup
Transcy,1star,2022年11月24日,"Hi Tommy, This is Emily and we sincerely apologize for this inconvenience causing to your experience In relation to your issue, because the information about Free plan is not ... 显示详细信息"
Transcy,1star,2023年1月27日,"4 hours to translate 1 single page (with the help of the support team).. I don't write reviews often, but for this one I have to. I've tried this app due to the good reviews, but was far from good unfortunately. The interface was difficult to navigate and I had trouble finding the right sections to "
Transcy,1star,2023年1月30日,"Hi Sam, I'm Brian from Transcy and we sincerely apologize for your unexpected experience with us. Regarding to your main concerns as following: 1. For unexpected support from ... 显示详细信息 编辑时间："
Transcy,1star,2023年4月16日,"***update 04/23*** Terrible! stay away from it if you want an app that works and support team that helps. We used this app for quite some time and realised, that the auto-switcher is not working. It took us 5(!!!) days and several hours, videos, calls, etc to convince them that the problem is there."
Transcy,1star,2023年2月28日,"Hi Pablo, This is Kieran from Transcy and we personally apologize for this inconvenience causing to your experience 1. For unexpected support from our agents, we will recheck ... 显示详细信息"
Transcy,1star,2025年1月27日,No Hebrew language from all worldwide languages. Anti-Semitic app. Shopify should remove this app from their app store לובן מור 以色列 2分钟 人在使用应用 FireGroup
Transcy,1star,2025年1月28日,"Hi Yonatan, This is Saha and we're deeply sorry for any inconvenience causing to your experience - We're wondering that there was a misunderstanding because our app is still ... 显示详细信息 上一页 1 … 7 8 9 10 11 下一页"
Transcy,1star,2024年10月14日,"From customer service to the pricing everything was beyond terrible. I'm being charged for +70 usd although my plan is supposed to charge much less. I've uninstalled it, and it still charges me. I don't know how to stop this and there is no help. Bareste Jewelry 美国 8个月 人在使用应用 FireGroup"
Transcy,1star,2024年10月16日,"Hi there, This is John and we personally apologize for any inconvenience causing to your experience - Basically, one of my colleagues clearly explained why you got the app ... 显示详细信息"
Transcy,1star,2024年1月11日,"Unfortunately, words are also automatically translated incorrectly, even though you have entered manual translations correctly directly in the Transcy app. On the shop website, you can see the correct translation for half a second, but then many words are overwritten by a kind of ""auto-translation""."
Transcy,1star,2024年1月14日,"Hi Manfred, This is Carter and we're truly sorry for this inconvenience causing to your experience In relation to your issues as following: 1. For the first issue that your ... 显示详细信息 编辑时间："
Transcy,1star,2023年10月4日,"I am so unsatisfied with that app it's unbelievable! Bugs everywhere, not syncing and and and. I am not getting how 5000 people gave 5 stars when it should be 0. I am already searching for an alternative because that app is horrible! There is literally a bug everywhere! There is no AI behind it beca"
Transcy,1star,2023年10月6日,"Hi Jan, This is Adela from Transcy and we're truly sorry for any inconvenience causing to your experience - In relation to AI translation, it's a known issue that we are ... 显示详细信息"
Transcy,1star,2026年3月13日,To be honest this whole setup is so vague that I do not feel confident Trancy is a tool I'd like to work with. Gunderwear 荷兰 3天 人在使用应用 FireGroup
Transcy,1star,2026年3月17日,"Hi, Here's Aiden. I’m truly sorry to hear that your experience with our app hasn’t been a positive one, and I apologize for any inconvenience or frustration caused. We’d ... 显示详细信息"
Transcy,1star,2025年3月26日,disaster for 11 euro per month I can add only one language the default language is also counted and the other plans with more features the price is insane 30 euros per month .... for the new shop this is insane . unsubscribed !!! Secondskin apparel 西班牙 1年多 人在使用应用 FireGroup
Transcy,1star,2025年4月1日,"Hi there, This is Brian and we're deeply sorry for any inconvenience causing to your experience In relation to your issues as following: - With the basic plan, you can add 2 ... 显示详细信息 编辑时间："
Transcy,1star,2024年10月31日,"I dont understand the good reviews, this app is a nightmare, I've never seen so many bugs before. I dont even understand what their devs are doing, I just canceled my subscription and I am taking another app. Harmonize 法国 11个月 人在使用应用 FireGroup"
Transcy,1star,2024年2月6日,"Hi there, This is Ben and we're deeply sorry for any inconvenience causing to your experience During using the app, we have seen there're some different kinds of issues and ... 显示详细信息 编辑时间："
Transcy,1star,2023年1月1日,"Original review: Strongly recommend this app. Automatic translations from English to German are very good over all. In the few cases where they are a bit off, it's easy to edit them manually. Also great customer support. Edit January 2023: I downgraded my initial review from 5 stars to 1 star. The r"
